"Reference","Title","Abstract"

"402. Hum Gene Ther. 2018 May;29(5):602-613. doi: 10.1089/hum.2017.207. Epub 2018 Apr 16.","Preclinical Efficacy and Safety of CD19CAR Cytokine-Induced Killer Cells Transfected with Sleeping Beauty Transposon for the Treatment of Acute Lymphoblastic Leukemia.","Infusion of patient-derived CD19-specific chimeric antigen receptor (CAR) T cells engineered by viral vectors achieved complete remission and durable response in relapsed and refractory (r/r) B-lineage neoplasms. Here, we expand on those findings by providing a preclinical evaluation of allogeneic non-viral cytokine-induced killer (CIK) cells transfected with the Sleeping Beauty (SB) transposon CD19CAR (CARCIK-CD19). Specifically, thanks to a large-scale 18-day manufacturing process, it was possible to achieve stable CD19CAR expression (62.425 ± 6.399%) and efficient T-cell expansion (23.36 ± 3.00-fold). Frozen/thawed CARCIK-CD19 remained fully functional both in vitro and in an established patient-derived xenograft (PDX) of MLL-ENL rearranged acute lymphoblastic leukemia (ALL). CARCIK-CD19 showed a dose-dependent antitumor response and prolonged persistence in a PDX, bearing the feature of a Philadelphia-like ALL with PAX5/AUTS2 translocation, and in a survival model of lymphoma, achieving complete eradication of disseminated tumors. Finally, the infusion of CARCIK-CD19 proved to be safe and well tolerated in a biodistribution and toxicity model. The infused cells persisted in the hematopoietic and post-injection perfused organs until the end of the study and consisted of CD8+,  CD56+, and CAR+ T cells. Overall, these findings provide important implications for non-viral technology and the proof-of-concept that donor-derived CARCIK-CD19  are indeed effective against relapsed ALL, a possibility that will be tested in Phase I/II clinical trials after allogeneic hematopoietic stem-cell transplantation."

"403. Hum Gene Ther. 2018 May;29(5):585-601. doi: 10.1089/hum.2018.001.","Effective Targeting of Multiple B-Cell Maturation Antigen-Expressing Hematological Malignances by Anti-B-Cell Maturation Antigen Chimeric Antigen Receptor T Cells.","B-cell maturation antigen (BCMA) expression has been proposed as a marker for the identification of malignant plasma cells in patients with multiple myeloma (MM).  Nearly all MM tumor cells express BCMA, while normal tissue expression is restricted to plasma cells and a subset of mature B cells. Consistent BCMA expression was confirmed on MM biopsies (29/29 BCMA+), and it was further demonstrated that BCMA is expressed in a substantial number of lymphoma samples,  as well as primary chronic lymphocytic leukemia B cells. To target BCMA using redirected autologous T cells, lentiviral vectors (LVV) encoding chimeric antigen receptors (CARs) were constructed with four unique anti-BCMA single-chain variable fragments, fused to the CD137 (4-1BB) co-stimulatory and CD3ζ signaling  domains. One LVV, BB2121, was studied in detail, and BB2121 CAR-transduced T cells (bb2121) exhibited a high frequency of CAR + T cells and robust in vitro activity against MM cell lines, lymphoma cell lines, and primary chronic lymphocytic leukemia peripheral blood. Based on receptor quantification, bb2121 recognized tumor cells expressing as little as 222 BCMA molecules per cell. The in vivo pharmacology of anti-BCMA CAR T cells was studied in NSG mouse models of  human MM, Burkitt lymphoma, and mantle cell lymphoma, where mice received a single intravenous administration of vehicle, control vector-transduced T cells,  or anti-BCMA CAR-transduced T cells. In all models, the vehicle and control CAR T cells failed to inhibit tumor growth. In contrast, treatment with bb2121 resulted in rapid and sustained elimination of the tumors and 100% survival in all treatment models. Together, these data support the further development of anti-BCMA CAR T cells as a potential treatment for not only MM but also some lymphomas."

"404. Hum Gene Ther. 2018 May;29(5):559-568. doi: 10.1089/hum.2017.254. Epub 2018 Apr 5.","CAR T Cells in Trials: Recent Achievements and Challenges that Remain in the Production of Modified T Cells for Clinical Applications.","The adoptive transfer of chimeric antigen receptor (CAR)-modified T cells is attracting growing interest for the treatment of malignant diseases. Early trials with anti-CD19 CAR T cells have achieved spectacular remissions in B-cell leukemia and lymphoma, so far refractory, very recently resulting in the Food and Drug Administration approval of CD19 CAR T cells for therapy. With further applications and increasing numbers of patients, the reproducible manufacture of  high-quality clinical-grade CAR T cells is becoming an ever greater challenge. New processing techniques, quality-control mechanisms, and logistic developments  are required to meet both medical needs and regulatory restrictions. This paper summarizes the state-of-the-art in manufacturing CAR T cells and the current challenges that need to be overcome to implement this type of cell therapy in the treatment of a variety of malignant diseases and in a greater number of patients."

"405. Hum Gene Ther. 2018 May;29(5):626-639. doi: 10.1089/hum.2017.241. Epub 2018 Mar 19.","CD33-Specific Chimeric Antigen Receptor T Cells with Different Co-Stimulators Showed Potent Anti-Leukemia Efficacy and Different Phenotype.","Acute myeloid leukemia (AML) is a kind of a malignant hematologic tumor caused by uncontrolled repopulation of myeloid hematopoietic stem cells (HSCs). Current therapeutic effects for AML patients are unsatisfactory. In particular, relapsed  and refractory AML still have a poor prognosis. T cells modified by chimeric antigen receptor (CAR) was an immunotherapeutic strategy for malignancies, which  has a broad developing prospect. Most AML cells overexpress the myeloid antigen CD33. Therefore, CD33-specific CAR-T cells with different co-stimulators (CD28, 4-1BB, or both, referred to as CD33 28z.CAR-T cells, CD33 BBz.CAR-T cells, or CD33 28BBz.CAR-T cells, respectively) were developed to evaluate their efficacy against AML. The effectiveness of three types of CD33 CAR-T cells against AML was verified by specific killing effect to AML cells and prolonged survival of a xenograft mouse model. In terms of CAR-T cell efficacy, especially when transfused into human bodies, the persistence of T cells is also an important index, as it is closely associated with the long-term effect of CAR-T cells. Therefore, the characteristics of three types of CD33 CAR-T cells related to the  persistence of T cells were examined. It was found that during expansion, CD33 BBz.CAR-T cells had an increased central memory compartment, while CD33 28z.CAR-T cells were predominantly effector memory T cells. In addition, CD33 28z.CAR-T cells were more inclined to become exhausted. The study suggests that incorporation of 4-1BB in CARs may endow T cells with long-lasting survival ability, thus improving the long-term anti-leukemia effect of CAR-T cells, especially when transfused to the human body."

"406. Hum Gene Ther. 2018 May;29(5):534-546. doi: 10.1089/hum.2017.243. Epub 2018 Mar 14.","Preclinical Models in Chimeric Antigen Receptor-Engineered T-Cell Therapy.","Cancer immunotherapy has enormous potential in inducing long-term remission in cancer patients, and chimeric antigen receptor (CAR)-engineered T cells have been largely successful in treating hematological malignancies in the clinic. CAR-T therapy has not been as effective in treating solid tumors, in part due to the immunosuppressive tumor microenvironment. Additionally, CAR-T therapy can cause dangerous side effects, including off-tumor toxicity, cytokine release syndrome,  and neurotoxicity. Animal models of CAR-T therapy often fail to predict such adverse events and frequently overestimate the efficacy of the treatment. Nearly  all preclinical CAR-T studies have been performed in mice, including syngeneic, xenograft, transgenic, and humanized mouse models. Recently, a few studies have used primate models to mimic clinical side effects better. To date, no single model perfectly recapitulates the human immune system and tumor microenvironment, and some models have revealed CAR-T limitations that were contradicted or missed  entirely in other models. Careful model selection based on the primary goals of the study is a crucial step in evaluating CAR-T treatment. Advancements are being made in preclinical models, with the ultimate objective of providing safer, more  effective CAR-T therapy to patients."

"407. Hum Gene Ther. 2018 May;29(5):547-558. doi: 10.1089/hum.2017.236. Epub 2018 Feb 27.","Chimeric Antigen Receptors in Different Cell Types: New Vehicles Join the Race.","Adoptive cellular therapy has evolved into a powerful force in the battle against cancer, holding promise for curative responses in patients with advanced and refractory tumors. Autologous T cells, reprogrammed to target malignant cells via the expression of a chimeric antigen receptor (CAR) represent the frontrunner in  this approach. Tremendous clinical regressions have been achieved using CAR-T cells against a variety of cancers both in numerous preclinical studies and in several clinical trials, most notably against acute lymphoblastic leukemia, and resulted in a very recent United States Food and Drug Administration approval of  the first CAR-T-cell therapy. In most studies CARs are transferred to conventional αβT cells. Nevertheless, transferring a CAR into different cell types, such as γδT cells, natural killer cells, natural killer T cells, and myeloid cells has yet received relatively little attention, although these cell types possess unique features that may aid in surmounting some of the hurdles CAR-T-cell therapy currently faces. This review focuses on CAR therapy using effectors beyond conventional αβT cells and discusses those strategies against the backdrop of developing a safe, powerful, and durable cancer therapy."

"408. Int J Cancer. 2018 May 1;142(9):1738-1747. doi: 10.1002/ijc.31147. Epub 2017 Nov  27.","Chimeric antigen receptor transduced T cells: Tuning up for the next generation.","Chimeric antigen receptor (CAR) T cell therapy has recently achieved impressive clinical outcome in patients with CD19-positive hematologic malignancies. Extrapolation of CAR T cell treatment to solid tumors, however, has not yet yielded similar results. This might be due to intrinsic causes, e.g. insufficient CAR T cell activation or CAR toxicity as well as extrinsic factors displaying an  unfavorable tumor environment for CAR T cells by raising physical and chemical barriers. In this review, we discuss the advantages as well as major obstacles of CAR T cell therapy, particularly in the context of solid tumors, and focus on efforts and novel strategies in CAR T cell development."

"409. J Natl Compr Canc Netw. 2018 May;16(5S):651-655. doi: 10.6004/jnccn.2018.0048.","Emerging Treatment Options for Acute Lymphoblastic Leukemia: Focus on CAR T-Cell  Therapy.","Acute lymphoblastic leukemia (ALL) comprises a heterogeneous group of diseases with different morphologic, cytogenetic, and molecular subgroups, some of which have significant therapeutic implications. It typically presents with an aggressive clinical course, and among adults, responds poorly to standard chemotherapy, and carries a high risk for relapse. Despite the significant progress made in inducing remission, frequent relapses remain a challenge. Novel  drugs, such as potent later-generation tyrosine kinase inhibitors, antibody-drug  conjugates, bispecific monoclonal antibodies, and chimeric antigen receptor (CAR) T-cell therapies, are being investigated in patients with ALL. This summary describes therapies currently approved for the treatment of patients with ALL, identifies emerging targeted immunotherapies for patients with ALL, and discusses adverse events and mechanisms of resistance."

"410. J Thorac Dis. 2018 May;10(5):2779-2788. doi: 10.21037/jtd.2018.04.91.","EphA2 chimeric antigen receptor-modified T cells for the immunotherapy of esophageal squamous cell carcinoma.","Background: It is urgent to explore an effective potential therapeutic strategy for ESCC. In recent years, cell-based cancer immunotherapy has become a potentially close for carcinoma therapy. Chimeric antigen receptor (CAR) T cell technology is a kind of adoptive cell therapy technique which has been developed  rapidly. We sought to obtain EphA2.CAR-T cell and revealed the ability of EphA2.CAR-T cells to kill esophageal squamous cell carcinoma (ESCC) cells in vitro. Methods: Firstly, the expression and location of EphA2 in ESCC tissues and cells  was tested by immunohistochemistry staining and Western blot. Secondly, the second generation of EphA2.CAR was constructed via molecular biology technology,  and transduced into T cells to obtain the EphA2.CAR-T cell. The transduction efficacies were assessed using flow cytometry (FCM). Thirdly, the effect of cell  killing of EphA2.CAR-T cell on ESCC cells in vitro was detected by co-culture experiments. The productions of cytokines (TNF-α and IFN-γ) by EphA2.CAR-T cell after co-culture with ESCC cells were analyzed by ELISA assay. Results: The expression of EphA2 was significantly upregulated in ESCC tissues and cells (P<0.05). EphA2 was expressed on the membrane of ESCC cells, so it could be served as tumor-associated surface antigens (TAA) of CAR for ESCC treatment. The EphA2.CAR-T cell was obtained successfully, and its transduction  efficacies was 61.4% by FCM. The ability of cell killing of EphA2.CAR-T cell was  better than that of T cells (P<0.01), and demonstrated a dose-dependent cell killing. The results of ELISA assay showed that the levels of TNF-α and IFN-γ in  EphA2.CAR-T cells were notably raised compared with T cells (P<0.05). Conclusions: We firstly constructed the second generation of EphA2.CAR and established EphA2.CAR-T cells. The EphA2.CAR-T cells showed a dose-dependent cell killing of ESCC cells, and promoted the production of cytokines in vitro. These findings open a new way for treatment of ESCC by immunotherapy in the future."

"411. J Thorac Dis. 2018 May;10(Suppl 13):S1602-S1614. doi: 10.21037/jtd.2018.05.134.","Vaccine and immune cell therapy in non-small cell lung cancer.","Despite new advances in therapeutics, lung cancer remains the first cause of mortality among different types of malignancies. To improve survival, different strategies have been developed such as chemotherapy combinations, targeted therapies and more recently immunotherapy. Immunotherapy is based on the capability of the immune system to differentiate cancer cells from normal cells to fight against the tumor. The two main checkpoint inhibitors that have been widely studied in non-small cell lung cancer (NSCLC) are PD-1/PD-L1 and CTLA-4. However, interactions between tumor and immune system are much more complex with  several different elements that take part and probably many new interactions to be discovered and studied for a better comprehension of those pathways. Vaccines  are part of the prophylaxis and of the treatment for different infectious diseases. For that reason, they have allowed us to improve global survival worldwide. This same idea can be used for cancer treatment. First reports in clinical trials that used therapeutic vaccines in NSCLC were discouraging, but currently vaccines have a new chance in cancer therapy with the identification of new targetable antigens, adjuvant treatments and most interestingly, the combination of vaccines with anti-PD-1/PD-L1 and anti-CTLA-4 drugs. The aim of this article is to describe the scientific evidence that has been reported for the different types of vaccines and their mechanisms of action in the fight against NSCLC tumors to improve disease control."

"412. Leukemia. 2018 May;32(5):1157-1167. doi: 10.1038/s41375-017-0008-6. Epub 2018 Feb 2.","PI3K orchestration of the in vivo persistence of chimeric antigen receptor-modified T cells.","In vivo persistence of chimeric antigen receptor (CAR)-modified T cells correlates with therapeutic efficacy, yet CAR-specific factors that support persistence are not well resolved. Using a CD33-specific CAR in an acute myeloid  leukemia (AML) model, we show how CAR expression alters T cell differentiation in a ligand independent manner. Ex vivo expanded CAR-T cells demonstrated decreased  naïve and stem memory populations and increased effector subsets relative to vector-transduced control cells. This was associated with reduced in vivo persistence. Decreased persistence was not due to specificity or tumor presence,  but to pre-transfer tonic signaling through the CAR CD3ζ ITAMs. We identified activation of the PI3K pathway in CD33 CAR-T cells as responsible. Treatment with a PI3K inhibitor modulated the differentiation program of CAR-T cells, preserved  a less differentiated state without affecting T cell expansion, and improved in vivo persistence and reduced tumor burden. These results resolve mechanisms by which tonic signaling of CAR-T cells modulates their fate, and identifies a novel pharmacologic approach to enhance the durability of CAR-T cells for immunotherapy."

"413. Leukemia. 2018 May;32(5):1168-1179. doi: 10.1038/s41375-018-0009-0. Epub 2018 Feb 5.","CAR T-cells targeting FLT3 have potent activity against FLT3-ITD+ AML and act synergistically with the FLT3-inhibitor crenolanib.","FMS-like tyrosine kinase 3 (FLT3) is a transmembrane protein expressed on normal  hematopoietic stem and progenitor cells (HSC) and retained on malignant blasts in acute myeloid leukemia (AML). We engineered CD8+ and CD4+ T-cells expressing a FLT3-specific chimeric antigen receptor (CAR) and demonstrate they confer potent  reactivity against AML cell lines and primary AML blasts that express either wild-type FLT3 or FLT3 with internal tandem duplication (FLT3-ITD). We also show  that treatment with the FLT3-inhibitor crenolanib leads to increased surface expression of FLT3 specifically on FLT3-ITD+ AML cells and consecutively, enhanced recognition by FLT3-CAR T-cells in vitro and in vivo. As anticipated, we found that FLT3-CAR T-cells recognize normal HSCs in vitro and in vivo, and disrupt normal hematopoiesis in colony-formation assays, suggesting that adoptive therapy with FLT3-CAR T-cells will require subsequent CAR T-cell depletion and allogeneic HSC transplantation to reconstitute the hematopoietic system. Collectively, our data establish FLT3 as a novel CAR target in AML with particular relevance in high-risk FLT3-ITD+ AML. Further, our data provide the first proof-of-concept that CAR T-cell immunotherapy and small molecule inhibition can be used synergistically, as exemplified by our data showing superior antileukemia efficacy of FLT3-CAR T-cells in combination with crenolanib."

"418. Oncol Lett. 2018 May;15(5):6887-6894. doi: 10.3892/ol.2018.8255. Epub 2018 Mar 13.","Monoclonal antibody 3H11 chimeric antigen receptors enhance T cell effector function and exhibit efficacy against gastric cancer.","Although chimeric antigen receptor T cell (CAR-T) therapies for certain types of  solid tumors have been used in clinical trials, novel CARs that are able to target gastric cancer (GC) are still required. In our previous study, monoclonal  antibody 3H11 (mAb 3H11), generated from immunization with five human GC cell lines, was demonstrated to have a 93.5% positive reaction with a clear membrane location and more than 5% cancer cell staining in GC tissues in our previous study. In the present study, 3H11-CARs were designed for modified T cell therapy. To begin with, it was confirmed that the single-chain variable fragment (scFV) of the mAb 3H11, known as scFV-3H11, exhibited similar activity with the natural antibody. In addition, scFV-3H11 CAR-T cells are able to kill tumor cells accompanied with increased interleukin-2 and interferon-γ secretion in vitro, and reduced the tumor burden in GC cell lines and patient-derived GC cells in vivo. In conclusion, scFV-3H11 CARs may have the potential to treat mAb 3H11-positive GC."

"419. Oncotarget. 2018 May 1;9(33):23306-23314. doi: 10.18632/oncotarget.24623. eCollection 2018 May 1.","Cancer stem cells of hepatocellular carcinoma.","Hepatocellular carcinoma is a malignant tumor arising from hepatocytes. The hepatocellular carcinoma is dictated by a subset of cells with stem cell-like features. These cells are apoptosis-resistant and have particular biomarkers, which serve as seeds in different stages of tumorigenesis including initiation, progression, metastasis, and relapse of hepatocellular carcinoma. Signaling pathways of cancer stem cells are novel targets for the radical intervention of hepatocellular carcinoma."

"420. Trends Cancer. 2018 May;4(5):359-373. doi: 10.1016/j.trecan.2018.03.009. Epub 2018 Apr 17.","Noninvasive PET Imaging of T cells.","The rapidly evolving field of cancer immunotherapy recently saw the approval of several new therapeutic antibodies. Several cell therapies, for example, chimeric antigen receptor-expressing T cells (CAR-T), are currently in clinical trials for a variety of cancers and other diseases. However, approaches to monitor changes in the immune status of tumors or to predict therapeutic responses are limited. Monitoring lymphocytes from whole blood or biopsies does not provide dynamic and  spatial information about T cells in heterogeneous tumors. Positron emission tomography (PET) imaging using probes specific for T cells can noninvasively monitor systemic and intratumoral immune alterations during experimental therapies and may have an important and expanding value in the clinic."

"421. J Immunother Cancer. 2018 Apr 30;6(1):30. doi: 10.1186/s40425-018-0340-z.","Durable regression of Medulloblastoma after regional and intravenous delivery of  anti-HER2 chimeric antigen receptor T cells.","BACKGROUND: Standard-of-care therapies for treating pediatric medulloblastoma have long-term side effects, even in children who are cured. One emerging modality of cancer therapy that could be equally effective without such side effects would be chimeric antigen receptor (CAR) T cells. Knowing that human epidermal growth factor receptor 2 (HER2) is overexpressed in many medulloblastomas and has been used as a CAR T target before, we sought to evaluate the efficacy of more sophisticated anti-HER2 CAR T cells, as well as the feasibility and efficacy of different routes of delivering these cells, for the treatment of pediatric medulloblastoma. METHODS: Daoy, D283 and D425 medulloblastoma cell lines were characterized by flow cytometry to evaluate HER2 expression. Anti-tumor efficacy of HER2-BBz-CAR T cells in vitro was performed using cytokine release and immune cytotoxicity assays compared to control CD19 CAR T cells. In vivo, Daoy and D283 tumor cells were orthotopically implanted in the posterior fossa of NOD.Cg-Prkdc scid Il2rg tm1Wjl /SzJ (NSG) mice and treated with regional or intravenous HER2-BBz-CAR T cells or control CD19 CAR T cells. Non-human primates (NHPs) bearing ventricular  and lumbar reservoirs were treated with target autologous cells bearing extracellular HER2 followed by autologous HER2-CAR T cells intraventricularly. Cerebrospinal fluid and blood were collected serially to measure the persistence  of delivered cells and cytokines. RESULTS: HER2-BBz-CAR T cells effectively clear medulloblastoma orthotopically implanted in the posterior fossa of NSG mice via both regional and intravenous delivery in xenograft models. Intravenous delivery requires a log higher dose compared to regional delivery. NHPs tolerated intraventricular delivery of autologous cells bearing extracellular HER2 followed by HER2-BBz-CAR T cells without experiencing any systemic toxicity. CONCLUSIONS: HER2-BBz-CAR T cells show excellent pre-clinical efficacy in vitro and in mouse medulloblastoma models, and their intraventricular delivery is feasible and safe in NHPs. A clinical trial of HER2-BBz-CAR T cells directly delivered into cerebrospinal fluid should be designed for patients with relapsed  medulloblastoma."

"422. J Hematol Oncol. 2018 Apr 23;11(1):58. doi: 10.1186/s13045-018-0600-x.","miR-153 suppresses IDO1 expression and enhances CAR T cell immunotherapy."," BACKGROUND: Indoleamine 2,3-dioxygenase 1 (IDO1) catalyzes the first and rate-limiting step in converting tryptophan to kynurenine. Chimeric antigen receptor (CAR) T cells are T cells with recombinant receptors targeting tumor-associated antigens. The Food and Drug Administration has approved CAR T cells that target CD19 for treatment of advanced B cell leukemia and lymphoma. However, CAR T cell therapy in solid tumors has been hampered by multiple obstacles. Preclinical and clinical studies suggest that combinatorial immune checkpoint blockade and IDO1 inhibition provide durable therapeutic efficacy against cancer. Yet, the combination of IDO1 inhibition and CAR T has not been attempted. METHODS: We analyze IDO1 downregulation by miR-153 in colon cancer cells and the  association of IDO1 and miR-153 expression with colorectal patient survival. We generate CAR T cells targeting the epidermal growth factor receptor variant III and measure their tumor killing effects against colon cancer cells with or without miR-153 overexpression by killing assays and in xenografts. RESULTS: IDO1 is highly expressed in colorectal tumors and is inversely associated with patient survival. miR-153 directly inhibits IDO1 expression by targeting its 3 untranslated region in colon cancer cells; yet, miR-153 overexpression does not affect cancer cell survival, apoptosis, and colony formation. When colon cancer cells are targeted by CAR T cells, miR-153 overexpression within tumor cells significantly enhances T cell killing in vitro  and suppresses xenograft tumor growth in mice. CONCLUSIONS: These findings indicate that miR-153 inhibits IDO1 expression in colon cancer cells and is a tumor-suppressive miRNA that enhances CAR T cell immunotherapy. This study supports the combinatorial use of IDO1 inhibitors and CAR T cells in treating solid tumors."

"423. J Exp Clin Cancer Res. 2018 Apr 20;37(1):86. doi: 10.1186/s13046-018-0751-1.","The perfect personalized cancer therapy: cancer vaccines against neoantigens.","In the advent of Immune Checkpoint inhibitors (ICI) and of CAR-T adoptive T-cells, the new frontier in Oncology is Cancer Immunotherapy because of its ability to provide long term clinical benefit in metastatic disease in several solid and liquid tumor types. It is now clear that ICI acts by unmasking preexisting immune responses as well as by inducing de novo responses against tumor neoantigens. Thanks to theprogress made in genomics technologies and the evolution of bioinformatics, neoantigens represent ideal targets, due to their specific expression in cancer tissue and the potential lack of side effects. In this review, we discuss the promise of preclinical and clinical results with mutation-derived neoantigen cancer vaccines (NCVs) along with the current limitations from bioinformatics prediction to manufacturing an effective new therapeutic approach."

"424. JCI Insight. 2018 Apr 19;3(8). pii: 120505. doi: 10.1172/jci.insight.120505. eCollection 2018 Apr 19.","Anti-CD19 CAR T cells with high-dose melphalan and autologous stem cell transplantation for refractory multiple myeloma."," BACKGROUND: Multiple myeloma is usually fatal due to serial relapses that become  progressively refractory to therapy. CD19 is typically absent on the dominant multiple myeloma cell population but may be present on minor subsets with unique  myeloma-propagating properties. To target myeloma-propagating cells, we clinically evaluated autologous T cells transduced with a chimeric antigen receptor (CAR) against CD19 (CTL019). METHODS: Subjects received CTL019 following salvage high-dose melphalan and autologous stem cell transplantation (ASCT). All subjects had relapsed/refractory multiple myeloma and had previously undergone ASCT with less than 1 year progression-free survival (PFS). RESULTS: ASCT + CTL019 was safe and feasible, with most toxicity attributable to  ASCT and no severe cytokine release syndrome. Two of 10 subjects exhibited significantly longer PFS after ASCT + CTL019 compared with prior ASCT (479 vs. 181 days; 249 vs. 127 days). Correlates of favorable clinical outcome included peak CTL019 frequency in bone marrow and emergence of humoral and cellular immune responses against the stem-cell antigen Sox2. Ex vivo treatment of primary myeloma samples with a combination of CTL019 and CAR T cells against the plasma cell antigen BCMA reliably inhibited myeloma colony formation in vitro, whereas treatment with either CAR alone inhibited colony formation inconsistently. CONCLUSION: CTL019 may improve duration of response to standard multiple myeloma  therapies by targeting and precipitating secondary immune responses against myeloma-propagating cells. TRIAL REGISTRATION: Clinicaltrials.gov identifier NCT02135406. FUNDING: Novartis, NIH, Conquer Cancer Foundation."

"425. Curr Treat Options Neurol. 2018 Apr 18;20(5):14. doi: 10.1007/s11940-018-0499-0.","Quo Vadis-Do Immunotherapies Have a Role in Glioblastoma?","PURPOSE OF REVIEW: More effective therapies for glioblastoma are urgently needed. Immunotherapeutic strategies appear particularly promising and are therefore intensively studied. This article reviews the current understanding of the immunosuppressive glioblastoma microenvironment, discusses the rationale behind various immunotherapies, and outlines the findings of several recently published  clinical studies. RECENT FINDINGS: The results of CheckMate-143 indicated that nivolumab is not superior to bevacizumab in patients with recurrent glioblastoma. A first-in man exploratory study evaluating EGFRvIII-specific CAR T cells for patients with newly diagnosed glioblastoma demonstrated overall safety of CAR T cell therapy and effective target recognition. A pilot study evaluating treatment with adoptively transferred CMV-specific T cells combined with a CMV-specific DC vaccine was found to be safe and resulted in increased polyclonality of CMV-specific T cells in vivo. Despite the success of immunotherapies in many cancers, clinical evidence supporting their efficacy for patients with glioblastoma is still lacking. Nevertheless, the recently published studies provide important proof-of-concept in several areas of immunotherapy research. The careful and critical interpretation of these results will enhance our understanding of the opportunities and challenges of immunotherapies for high-grade gliomas and improve the immunotherapeutic strategies investigated in future clinical trials."

"426. Biochem Soc Trans. 2018 Apr 17;46(2):391-401. doi: 10.1042/BST20170178. Epub 2018 Mar 14.","Logic-gated approaches to extend the utility of chimeric antigen receptor T-cell  technology.","Chimeric antigen receptor (CAR)-T cell therapy has been clinically validated as a curative treatment for the difficult to treat malignancies of relapsed/refractory B-cell acute lymphoblastic leukaemia and lymphoma. Here, the CAR-T cells are re-directed towards a single antigen, CD19, which is recognised as a virtually ideal CAR target antigen because it has strong, uniform expression on cancer cells, and is otherwise expressed only on healthy B cells, which are dispensable. Notwithstanding the clinical success of CD19-CAR-T cell therapy, its single specificity has driven therapeutic resistance in 30% or more of cases  with CD19-negative leukaemic relapses. Immune checkpoint blockade is also a highly successful cancer immunotherapeutic approach, but it will be less useful for many patients whose malignancies either lack a substantial somatic mutation load or whose tumours are intrinsically resistant. Although CAR-T cell therapy could serve this unmet medical need, it is beset by several major limitations. There is a lack of candidate antigens that would satisfy the requirements for ideal CAR targets. Biological properties such as clonal heterogeneity and micro-environmental conditions hostile to T cells are inherent to many solid tumours. Past clinical studies indicate that on-target, off-tumour toxicities of  CAR-T cell therapy may severely hamper its application. Therefore, re-designing CARs to increase the number of antigen specificities recognised by CAR-T cells will broaden tumour antigen coverage, potentially overcoming tumour heterogeneity and limiting tumour antigen escape. Tuning the balance of signalling within bi-specific CAR-T cells may enable tumour targeting while sparing normal tissues, and thus minimise on-target, off-tumour toxicities."

"427. Med Oncol. 2018 Apr 12;35(5):70. doi: 10.1007/s12032-018-1131-6.","Prospects of chimeric antigen receptor T cell therapy in ovarian cancer.","Despite advances in various chemotherapy regimens, current therapeutic options are limited for ovarian cancer patients. Immunotherapy provides a promising and novel treatment option for ovarian cancer. Recently, chimeric antigen receptor (CAR) T cell therapy has shown promising results in hematological tumors and current research is going on in various solid tumors like ovarian cancer. CAR T cells are genetically engineered T cells with major histocompatibility complex-independent, tumor-specific, immune-mediated cytolytic actions against cancer cells. Initial studies of CAR T cell therapy have shown promising results  in ovarian cancer, but there are some obstacles like impaired T cell trafficking, lack of antigenic targets, cytokine release syndrome and most important immunosuppressive tumor microenvironment. Optimization of design, improving tumor microenvironment and combinations with other therapies may help us in improving CAR T cell efficacy. In this review article, we highlight the current knowledge regarding CAR T cell therapy in ovarian cancer. We have discussed basic functioning of CAR T cells, their rationale and clinical outcome in ovarian cancer with limitations."

"428. JCI Insight. 2018 Apr 5;3(7). pii: 99573. doi: 10.1172/jci.insight.99573. eCollection 2018 Apr 5.","Pancreatic cancer therapy with combined mesothelin-redirected chimeric antigen receptor T cells and cytokine-armed oncolytic adenoviruses.","Pancreatic ductal adenocarcinoma (PDA) is characterized by its highly immunosuppressive tumor microenvironment (TME) that limits T cell infiltration and induces T cell hypofunction. Mesothelin-redirected chimeric antigen receptor  T cell (meso-CAR T cell) therapy has shown some efficacy in clinical trials but antitumor efficacy remains modest. We hypothesized that combined meso-CAR T cells with an oncolytic adenovirus expressing TNF-α and IL-2 (Ad5/3-E2F-D24-TNFa-IRES-IL2, or OAd-TNFa-IL2) would improve efficacy. OAd-TNFa-IL2 enhanced the antitumor efficacy of meso-CAR T cells in human-PDA-xenograft immunodeficient mice and efficacy was associated with robustly increased tumor-infiltrating lymphocytes (TILs), enhanced and prolonged  T cell function. Mice treated with parental OAd combined with meso-CAR T developed tumor metastasis to the lungs even if primary tumors were controlled. However, no mice treated with combined OAd-TNFa-IL2 and meso-CAR T died of tumor  metastasis. We also evaluated this approach in a syngeneic mouse tumor model by combining adenovirus expressing murine TNF-α and IL-2 (Ad-mTNFa-mIL2) and mouse CAR T cells. This approach induced significant tumor regression in mice engrafted with highly aggressive and immunosuppressive PDA tumors. Ad-mTNFa-mIL2 increased  both CAR T cell and host T cell infiltration to the tumor and altered host tumor  immune status with M1 polarization of macrophages and increased dendritic cell maturation. These findings indicate that combining cytokine-armed oncolytic adenovirus to enhance the efficacy of CAR T cell therapy is a promising approach  to overcome the immunosuppressive TME for the treatment of PDA."

