"Reference","Title","Abstract"

"39. J Dermatol Sci. 2018 Nov;92(2):117-126. doi: 10.1016/j.jdermsci.2018.08.007. Epub 2018 Aug 24.","The vitamin D3 analog, maxacalcitol, reduces psoriasiform skin inflammation by inducing regulatory T cells and downregulating IL-23 and IL-17 production.","BACKGROUND: Psoriasis is a Th1/Th17-mediated inflammatory dermatosis treated with topical corticosteroids and vitamin D3 analogs (VD3 As). OBJECTIVE: To compare the effects of a VD3 A maxacalcitol and betamethasone valerate (BV) steroid lotion on topical imiquimod (IMQ)-induced psoriasiform skin inflammation. METHODS: Female BALB/c mice were treated with vehicle, maxacalcitol or BV lotion  on the skin for 3 days, and IMQ cream for 6 days. q-PCR, H&E, immunohistochemistry and immunofluorescence studies were performed on skin samples. Additionally, mice were treated with vehicle, maxacalcitol or BV lotion  for 3 days and CD4+CD25+ regulatory T cells (Tregs) and CD4+CD25- cells from each group were isolated from lymph nodes. Adoptive transfer of the cells was performed on recipient mice which were treated with IMQ cream for 6 days, and skin samples were obtained for q-PCR and H&E staining. RESULTS: Maxacalcitol and BV were comparable in regards clinical improvement, although maxacalcitol reduced the MHC Class II+ inflammatory cell infiltration more than BV in IMQ skin. While both treatments downregulated IL-17 A, IL-17 F, IL-22, IL-12p40, TNF-α and IL-6 mRNA expression levels, only maxacalcitol downregulated IL-23p19 expression. Significantly increased Foxp3+ cell infiltrations and IL-10 expression were noted in maxacalcitol-treated IMQ skin. Adoptive transfer of Treg cells from maxacalcitol-treated donor mice improved IMQ-induced inflammation clinically and histopathologically more than the recipients of Treg cells from BV-treated donor groups, showing reduced levels of  inflammatory cytokines and increased IL-10 expression. CONCLUSION: These results indicate that maxacalcitol reduces psoriasiform skin inflammation by inducing Treg cells as well as downregulating IL-23 and IL-17 production."

"40. Front Med (Lausanne). 2018 Aug 8;5:222. doi: 10.3389/fmed.2018.00222. eCollection 2018.","Interaction of Psoriasis and Bullous Diseases.","Patients with psoriasis are frequently complicated with autoimmune bullous diseases, especially, pemphigoid diseases. It has been known that one-third cases of anti-laminin gamma1 pemphigoid, formerly anti-p200 pemphigoid, are associated  with psoriasis whereas bullous pemphigoid is the most frequently associated bullous disease in psoriasis cases regardless of the lack of detectable levels of the accompanying anti-laminin gamma1 autoantibodies. Despite several suggestions, however, the definitive reason of the striking association of psoriasis and these autoimmune bullous diseases remains elusive. In this review, we look over the epidemiological evidence of the association of psoriasis and autoimmune bullous diseases and the information of genetic susceptibilities of each disease, and discuss the possible mechanisms of their complication with reference to the recent understandings of each pathogenesis."

"41. Immunology. 2018 Dec;155(4):418-426. doi: 10.1111/imm.12993. Epub 2018 Sep 10.","Interleukin-17-producing γδ T (γδ17) cells in inflammatory diseases.","Interleukin-17 (IL-17) is a pro-inflammatory cytokine and is involved in the development of many diseases. Recent studies have revealed that IL-17-producing γδ T cells (γδ17 cells) in addition to IL-17-producing CD4+ T cells [T helper type 17 (Th17) cells] are often the main producers of IL-17 in mouse models of inflammatory diseases. γδ T cells are functionally committed during intra-thymic  differentiation. γδ thymocytes capable of producing IL-17, which express the transcription factor retinoic-acid-receptor-related orphan receptor γt and the signature cytokine receptor IL-23R, leave the thymus, and produce IL-17 rapidly by the stimulation with IL-1β and IL-23 in the periphery. Therefore, γδ17 cells play important roles in the early phase of host defence against pathogens and in  inflammatory diseases. γδ T cells that can produce IL-17 are also increased in the skin of patients with psoriasis and in peripheral blood of patients with ankylosing sclerosis. Indeed, the therapy targeting IL-17 has been approved or is in clinical trials, and proved to be very efficient to treat psoriasis, psoriatic arthritis and ankylosing sclerosis. In this review, we discuss recent knowledge about the pathophysiological function of γδ17 cells in infection and inflammatory diseases and therapeutic advances targeting IL-17."

"42. Front Immunol. 2018 Aug 2;9:1682. doi: 10.3389/fimmu.2018.01682. eCollection 2018.","The IL-17 Family of Cytokines in Psoriasis: IL-17A and Beyond.","Psoriasis is a frequent chronic inflammatory skin disease, nowadays considered a  major global health problem. Several new drugs, targeting the IL-23/IL-17A pathway, have been recently licensed or are in clinical development. These therapies represent a major improvement of the way in which psoriasis is managed, since they show an unprecedented efficacy on skin symptoms of psoriasis. This has been made possible, thanks to an increasingly more accurate pathogenic view of psoriasis. Today, the belief that Th17 cells mediate psoriasis is moving to the concept of psoriasis as an IL-17A-driven disease. New questions arise at the horizon, given that IL-17A is part of a newly described family of cytokines, which has five distinct homologous: IL-17B, IL-17C, IL-17D, IL-17E, also known as IL-25 and IL-17F. IL-17 family cytokines elicit similar effects in target cells,  but simultaneously trigger different and sometimes opposite functions in a tissue-specific manner. This is complicated by the fact that IL-17 cytokines show a high capacity of synergisms with other inflammatory stimuli. In this review, we will summarize the current knowledge around the cytokines belonging to the IL-17  family in relation to skin inflammation in general and psoriasis in particular, and discuss possible clinical implications. A comprehensive understanding of the  different roles played by the IL-17 cytokines is crucial to appreciate current and developing therapies and to allow an effective pathogenesis- and mechanisms-driven drug design."

"43. Exp Dermatol. 2018 Nov;27(11):1245-1253. doi: 10.1111/exd.13772. Epub 2018 Sep 19.","Local production of prolactin in lesions may play a pathogenic role in psoriatic  patients and imiquimod-induced psoriasis-like mouse model.","Human prolactin (PRL) is a well-known hormone for pituitary of lactation and reproduction, but it also has immunostimulatory effect in some inflammatory or autoimmune diseases including psoriasis, which has not been well elucidated. This study aimed to determine the relationship between PRL and psoriasis through clinical case-control studies, and explore the function of PRL in the pathogenesis of imiquimod (IMQ)-induced psoriasis-like mouse model. Serum from patients with psoriasis vulgaris (PsV), patients with erythrodermic psoriasis, and healthy controls (HCs) were collected for PRL test. Skin biopsies were collected for PRL, PRL receptors (PRLRs), cytokines mRNA level determination, PRL immunohistochemistry and PRL Western blotting. Mice were divided into four groups (each n = 6): control group (CON), IMQ group, anti-PRL group and solvent group. Anti-PRL group and solvent group mice were treated with PRL antagonist (cabergoline) and the solvent (0.25% methylcellulose) separately. The serum PRL level of PsV patients was significantly higher than that of HCs (P < 0.001). Compared with HCs, the mRNA levels of PRL and Th1/Th17 cytokines in skin lesions  increased significantly (P < 0.05), and the PRL protein level was also significantly elevated in the epidermis and dermis of PsV patients. In IMQ-induced psoriasis-like mouse model, the mRNA and protein levels of PRL in skin lesions were significantly higher than CON group (P < 0.01). Comparing to solvent group, serum PRL level and PRL, cytokines mRNA levels in skin lesions all decreased significantly and the skin inflammatory condition was also alleviated obviously in anti-PRL group. This study suggests that local production of PRL is  the main resource of PRL in skin lesions and may play an important role in skin inflammatory of psoriasis."

"44. Clin Rev Allergy Immunol. 2018 Dec;55(3):379-390. doi: 10.1007/s12016-018-8702-3.","The Immunologic Role of IL-17 in Psoriasis and Psoriatic Arthritis Pathogenesis.","Psoriasis is a chronic, immune-mediated, inflammatory disease that is pathogenically driven by proinflammatory cytokines. This article reviews the immunologic role of interleukin (IL)-17, the major effector cytokine in the pathogenesis of psoriatic disease, along with the rationale for targeting the IL-17 cytokine family (IL-17A, IL-17F, and IL-17 receptor A) in the treatment of  psoriasis and psoriatic arthritis. Emerging evidence indicates that major sources of IL-17A in patients with psoriatic disease are mast cells, γδ T cells, αβ T cells, and innate lymphoid cells in lesional skin and synovial fluid. Within the  skin and joints, IL-17A acts on cellular targets, including keratinocytes, neutrophils, endothelial cells, fibroblasts, osteoclasts, chondrocytes, and osteoblasts, to stimulate production of various antimicrobial peptides, chemokines, and proinflammatory and proliferative cytokines, which, in turn, promote tissue inflammation and bone remodeling. The critical importance of the IL-23/IL-17A axis to the pathogenesis of psoriatic disease has resulted in many new biologic treatments targeting these cytokines. These biologics dramatically improve skin and joint symptoms in patients with moderate-to-severe psoriasis and psoriatic arthritis."

"45. Br J Dermatol. 2019 Feb;180(2):315-320. doi: 10.1111/bjd.17080. Epub 2018 Sep 30.","The frequency of specific contact allergies is reduced in patients with psoriasis.","BACKGROUND: Earlier studies suggested an inverse association between contact allergy and psoriasis, although the results of clinical studies have been inconsistent. Gene expression studies in human contact allergy focusing on immune responses revealed nickel being an inducer of T helper (Th)1/Th17 and some Th22 immune polarization, whereas fragrances were found to promote a Th2-dominated immune activation. OBJECTIVES: To investigate the epidemiological association between contact allergy and psoriasis in a large multicentre cohort and to analyse the sensitization profile to specific allergens in these patients. METHODS: Retrospective analysis of patch-tested patients from 56 departments of dermatology (1996-2015), including 2387 patients with psoriasis and 161 989 control patients. All patients with atopic dermatitis were excluded from both groups. RESULTS: The odds ratio (OR) for contact allergy was calculated to be 0·55 in patients with psoriasis (95% confidence interval 0·50-0·59). Logistic regression  analyses with several independent variables indicated a protective effect of having psoriasis for most allergens, independently of age, sex, affected body site and patch test indication. Fragrance mix II (OR 0·36) and lanolin alcohols (OR 0·38) were found to be among the least common allergens in patients with psoriasis. In contrast, the frequency of contact dermatitis to nickel was only marginally affected in patients with psoriasis compared with controls (OR 0·75). CONCLUSIONS: The inverse association between psoriasis and allergic contact sensitization is likely to be not exclusively mediated by psoriasis itself. The polarization of the activated immune response by specific allergens may influence the occurrence and significance of contact allergies in underlying immune-mediated diseases, eventually even beyond the skin."

"46. Sci Rep. 2018 Aug 8;8(1):11873. doi: 10.1038/s41598-018-30373-1.","Resolvin E1 attenuates murine psoriatic dermatitis.","The potential of omega-3 poly-unsaturated fatty acids (PUFAs) as a therapeutic target for psoriasis, a chronic inflammatory skin disease of IL-23/IL-17 axis, is a long-disputed question, since various epidemiological studies have suggested the association between high-intake of omega-3 PUFAs and the reduced frequency and severity of psoriasis. However, their actual significance and the molecular mechanisms remain largely unknown. To address these issues, we focused on resolvin E1 (RvE1), an omega-3 PUFAs-derived metabolite, and examined its effects on psoriatic dermatitis, using an imiquimod-induced mouse psoriasis model. RvE1 potently suppressed the inflammatory cell infiltration and epidermal hyperplasia  in the psoriatic skin. RvE1 decreased the mRNA expression of IL-23 in the skin. Consistently, RvE1 inhibited IL-23 production by dendritic cells (DCs) in vitro.  Furthermore, RvE1 exerted inhibitory effects on migration of cutaneous DCs and γδ T cells, a major IL-17-producing cell population in mouse, both in vivo and in vitro. These suppressive effects of RvE1 were mediated by its antagonistic function on BLT1, a receptor of leukotriene B4, and were also observed in human DCs, Th17 and Tc17 cells. Our results indicate a novel mechanism of omega-3 PUFA-mediated amelioration of psoriasis, and suggest a potential of RvE1 as a therapeutic target for psoriasis."

"47. Immunotherapy. 2018 Sep;10(13):1105-1122. doi: 10.2217/imt-2018-0028. Epub 2018 Aug 7.","Tildrakizumab for the treatment of psoriasis.","Psoriasis is a chronic skin disorder driven by IL-23 and the downstream T-helper  cell 17 (Th17) pathway. Tildrakizumab is a humanized monoclonal antibody selectively targeting the p19 subunit of IL-23, a key cytokine for Th17 cells. Here, we provide an overview of IL-23 in the context of psoriasis pathogenesis and review the results of the Phase I, II and III clinical trials for tildrakizumab in patients with moderate-to-severe chronic plaque psoriasis in order to assess its efficacy, safety and clinical usefulness. In all clinical trials, tildrakizumab demonstrated significant clinical improvement and a favorable safety profile. In Phase III trials, 75% of tildrakizumab-treated patients reached a Psoriasis Area and Severity Index 75 at week 28 demonstrating  superior efficacy as compared with etanercept treatment. The tildrakizumab-induced reduction in skin inflammation proves the important pathogenic role of IL-23 in psoriasis and further supports the utility of drugs targeting the IL-23/Th17 pathway. Targeting IL-23p19 with tildrakizumab augments  the therapeutic repertoire for patients with moderate-to-severe chronic plaque psoriasis."

"48. Front Immunol. 2018 Jul 17;9:1584. doi: 10.3389/fimmu.2018.01584. eCollection 2018.","Microbiome and Allergic Diseases.","Allergic diseases, such as respiratory, cutaneous, and food allergy, have dramatically increased in prevalence over the last few decades. Recent research points to a central role of the microbiome, which is highly influenced by multiple environmental and dietary factors. It is well established that the microbiome can modulate the immune response, from cellular development to organ and tissue formation exerting its effects through multiple interactions with both the innate and acquired branches of the immune system. It has been described at some extent changes in environment and nutrition produce dysbiosis in the gut but also in the skin, and lung microbiome, inducing qualitative and quantitative changes in composition and metabolic activity. Here, we review the potential role of the skin, respiratory, and gastrointestinal tract (GIT) microbiomes in allergic diseases. In the GIT, the microbiome has been proven to be important in  developing either effector or tolerant responses to different antigens by balancing the activities of Th1 and Th2 cells. In the lung, the microbiome may play a role in driving asthma endotype polarization, by adjusting the balance between Th2 and Th17 patterns. Bacterial dysbiosis is associated with chronic inflammatory disorders of the skin, such as atopic dermatitis and psoriasis. Thus, the microbiome can be considered a therapeutical target for treating inflammatory diseases, such as allergy. Despite some limitations, interventions with probiotics, prebiotics, and/or synbiotics seem promising for the development of a preventive therapy by restoring altered microbiome functionality, or as an adjuvant in specific immunotherapy."

"49. Ann Dermatol. 2018 Aug;30(4):462-464. doi: 10.5021/ad.2018.30.4.462. Epub 2018 Jun 27.","A Case of Moderate Hidradenitis Suppurativa and Psoriasis Treated with Secukinumab.","Hidradenitis suppurativa (HS) is a disorder of the apocrine gland causing a chronic, recurrent and painful inflammation. It is a disabilitating condition and, though many therapeutic options are available, the response is often ineffective in most cases and patients can present many recurrences with physical and psychological sequelae. Recent data had shown increased interleukin (IL)-17 serum levels in patients with HS. Psoriasis is a chronic immune-mediated inflammatory disorder and new evidences have shown the role of Th17 cells in its  pathogenesis and the therapeutic efficacy of anti-IL-17 antibodies. We present a  case of a patient suffering from psoriasis and HS successfully treated with anti-IL-17 antibodies for both conditions. This is the first case report of HS treated with secukinumab."

"50. Mol Immunol. 2018 Sep;101:386-395. doi: 10.1016/j.molimm.2018.07.011. Epub 2018 Jul 29.","Indirubin ameliorates imiquimod-induced psoriasis-like skin lesions in mice by inhibiting inflammatory responses mediated by IL-17A-producing γδ T cells.","OBJECTIVES: Indirubin (IR) is a bisindole compound extracted from the leaves of Chinese herb Indigo Naturalis. Indigo Naturalis has been widely used in traditional Chinese medicine to treat inflammatory and autoimmune diseases. Psoriasis is a chronic immune-mediated inflammatory skin disease in which γδ T cells play an important role. This study aims to determine the immunoregulatory effects and the underlying mechanisms of Indirubin in psoriasis-related inflammatory responses. METHODS: BALB/c mice with imiquimod (IMQ)-induced psoriasis-like dermatitis were  treated with saline (Model), 1 mg/kg methotrexate (MTX) that serves as a positive control, or 12.5, 25 and 50 mg/kg Indirubin(IR) intragastrically. Keratinocytes proliferation, inflammatory cells infiltration, the expression of inflammatory cytokines and Jak/Stat pathway-related proteins in the skin lesion were examined. The abundance of γδ T cells in lymph nodes and spleen was determined by flow cytometry. The IL-17 expression and secretion, and the activation of Jak3/Stat3 pathways in in vitro cultured γδ T cell were tested. RESULTS: Indirubin ameliorated keratinocyte proliferation, reduced the infiltration of CD3+ T cells, IL-17 A-producing γδ T cells, and CD11b+ neutrophils, inhibited the mRNA expression of Il1, Il6, Il23, Il17a and Il22, and the protein expression of Jak/Stat pathway-related molecules in the skin lesion.  Indirubin also reduced the abundance of γδ T cell and CCR6+ γδ T cells (the major IL-17 A producer) in spleen and lymph nodes. In cultured γδ T cells, Indirubin inhibited the mRNA expression of Il17a and Ifng, and the secretion of IL-17 A, while suppressed the activation of Jak3/Stat3 pathways. CONCLUSION: Indirubin alleviates IMQ-induced psoriasis-like dermatitis mainly through reducing the inflammatory responses mediated by IL-17 A-producing γδ T cells involving Jak3/Stat3 activation. Our results highlighted the novel mechanisms by which Indirubin ameliorates psoriasis-related inflammatory responses, supporting its therapeutic potential."

"51. ACS Omega. 2018 Jun 30;3(6):6259-6266. doi: 10.1021/acsomega.8b00603. Epub 2018 Jun 11.","Discovery of Retinoic Acid-Related Orphan Receptor γt Inverse Agonists via Docking and Negative Image-Based Screening.","Retinoic acid-related orphan receptor γt (RORγt) has a vital role in the differentiation of T-helper 17 (TH17) cells. Potent and specific RORγt inverse agonists are sought for treating TH17-related diseases such as psoriasis, rheumatoid arthritis, and type 1 diabetes. Here, the aim was to discover novel RORγt ligands using both standard molecular docking and negative image-based screening. Interestingly, both of these in silico techniques put forward mostly the same compounds for experimental testing. In total, 11 of the 34 molecules purchased for testing were verified as RORγt inverse agonists, thus making the effective hit rate 32%. The pIC50 values for the compounds varied from 4.9 (11 μM) to 6.2 (590 nM). Importantly, the fact that the verified hits represent four  different cores highlights the structural diversity of the RORγt inverse agonism  and the ability of the applied screening methodologies to facilitate much-desired scaffold hopping for drug design."

"52. Exp Dermatol. 2018 Oct;27(10):1084-1091. doi: 10.1111/exd.13746. Epub 2018 Aug 14.","Development of psoriasis by continuous neutrophil infiltration into the epidermis.","Remarkable effects of anti-IL-17A and anti-IL-23 antibodies on psoriasis indicate deep involvement of IL-23/Th17 axis in the pathogenesis of psoriasis. According to the current immune theory, activation of dendritic cells initiates the generation of this axis. However, this theory is not enough to explain the mechanism, because the process of this activation is obscure and the antigen that is recognized by antigen-presenting cells and pathogenic T cells has long been unidentified. Therefore, I thought of another theory as follows. Neutrophils are  attracted by LTB4 at subcorneal portion and infiltrate into the epidermis. At the time of neutrophil migration through the basement membrane, basal keratinocytes in G0/G1 phase enter the cell cycle and begin to proliferate, according to the principle, detachment-mediated cell proliferation. This passing is continuously repeated and leads to elongation of rete ridges. The IL-23/Th17 axis is generated by interactions between infiltrated neutrophils and keratinocytes. Briefly, neutrophils infiltrated into the epidermis secrete IL-17A, which acts on keratinocytes to express CCL20, a ligand for the chemokine receptor CCR6. Keratinocytes perturbed by neutrophil infiltration produce HSP70, followed by production of IL-23 via TLR4 using HSP70 as an endogenous ligand for TLR4. Natural Th17 cells expressing CCR6 are recruited to psoriatic epidermis and expand there in the presence of IL-23 and IL-1β. In this manner, the framework of the IL-23/Th17 axis is created, which acts to maintain or exacerbate psoriasis. Noteworthy is the fact that this axis causes positive feedback loop, starting from IL-17A production by neutrophils and ending in IL-17A production by nTh17 cells. Therapeutic mechanisms of anti-IL-17A and anti-IL-23 antibodies, targeting neutrophils, were also described."

"53. J Immunol. 2018 Sep 1;201(5):1412-1420. doi: 10.4049/jimmunol.1800189. Epub 2018  Jul 16.","miR-340 Alleviates Psoriasis in Mice through Direct Targeting of IL-17A.","Th17 cell is a well-known lineage of CD4+ effector Th cells that selectively produce IL-17A and play critical roles during the pathogenesis of autoimmune disease. A microRNA (miRNA) is a small noncoding RNA molecule that functions in posttranscriptional regulation of gene expression. Recently, an increasing number of studies have demonstrated that multiple miRNAs are dysregulated in patients with various autoimmune diseases and mediate autoimmune disease pathologic condition at least in part through the regulation of Th17 response. However, among the few miRNAs identified so far that play possible roles in the differentiation of Th17 cells, they all regulate the Th17 response through targeting negative or positive regulators of Th17 differentiation. In the current study, we sought to identify new miRNAs that can directly regulate the expression of IL-17A, the most important cytokine produced by Th17 cells. Our results showed that the 3 untranslated region of mouse IL-17A can act as a negative regulatory  element to downregulate gene expression. Further study revealed that miR-340 can  specifically bind to the 3 untranslated region of mouse IL-17A and downregulate  the expression of endogenous IL-17A. More importantly, we demonstrated that treatment with miR-340 alleviates the clinical severity of imiquimod-induced psoriasis in mice through the downregulation of IL-17A. These data indicate that  miR-340 may be a useful therapeutic target for the treatment of psoriasis and other IL-17A-mediated autoimmune diseases."

"54. FEBS J. 2018 Aug;285(16):3097-3113. doi: 10.1111/febs.14600. Epub 2018 Jul 11.","Interferon regulatory factor 5 and nuclear factor kappa-B exhibit cooperating but also divergent roles in the regulation of pro-inflammatory cytokines important for the development of TH1 and TH17 responses.","A large body of data demonstrates that interferon regulatory factor 5 (IRF5) and  nuclear factor kappa B (NF-κB) are the two major transcription factors in classically activated macrophages responsible for the transcriptional control of  proinflammatory genes. Although recent evidence suggests that IRF5 interacts with certain members of the nuclear factor kappa B pathway, the extent of cooperation  and its implications in disease are ambiguous. Since both pathways are known for  their strong contributions in TLR8 signaling we used the human monocytic cell line THP-1.Dual, featuring gene reporters for NF-κB and IRFs, to simultaneously study the roles of IRF5 and the NF-κB subunit p65 in TLR8-mediated gene reporter  activities. Furthermore, we profiled from these cells the proinflammatory cytokines involved in the differentiation of TH1 and TH17 cells. After ablation of IRF5 and/or p65 we activated the resultant cells with the TLR8 agonists R848 or the psoriasis-associated antimicrobial peptide LL-37 complexed with ssRNA and  demonstrate that IRF5 deficiency drastically impairs the secretion of IL-1β, IL-6, IL-12, IL-23 and TNFα. In contrast, the lack of p65 impaired only IL-6, IL-12, and IL-23 secretion. Furthermore, we discovered that upon TLR8 stimulation, IRF5 but not NF-κB signaling is essential to provide a cytokine milieu supporting TH1 responses. Additionally, we demonstrate that IRF5 and NF-κB cooperate to provide a cytokine milieu supporting TH17 responses. Therefore, the  distinct role of IRF5 in the intricate signaling network downstream of TLR8 may open new treatment options interfering with but not disrupting NF-κB signaling in human diseases."

"55. Front Immunol. 2018 Jun 19;9:1390. doi: 10.3389/fimmu.2018.01390. eCollection 2018.","T Cell Hierarchy in the Pathogenesis of Psoriasis and Associated Cardiovascular Comorbidities.","The key role of T cells in the pathogenesis of cutaneous psoriasis has been well  described in the last decade and the knowledge of the relative role of the different subsets of T cells in psoriasis pathogenesis has considerably evolved.  Now, it is clear that IL-17A-producing T cells, including Th17/Tc17, have a central role in the pathogenesis of cutaneous psoriasis and therapies blocking the IL-17A pathway show high clinical efficacy. By contrast, the contribution of  IFNγ-producing T cells has progressively become less clear because of the lack of efficacy of anti-IFNγ antibodies in clinical studies. In parallel, the role of CD8+ T cells specific for self-antigens has been revived and increasing evidence  now indicates that in psoriatic skin the majority CD8+ T cells are present in the form of epidermal tissue-resident memory T cells. In the last years it also emerged the possibility of a contribution of T cell recirculation in the pathogenesis of psoriasis and its systemic manifestations. The aim of this review is to define a hierarchy for the different subsets of T cells in the T cell-mediated inflammatory cascade in psoriatic skin. This analysis will possibly help to distinguish the subsets that initiate the disease, those involved in the  establishment of the self-sustaining amplification loop that leads to the cutaneous clinical manifestations and finally the subsets that act as downstream  players in established lesions. Specific T cell subpopulations finally will be considered for their possible role in propagating inflammation at distant sites and for representing a link with systemic inflammation and cardiovascular comorbidities."

"56. Front Immunol. 2018 Jun 15;9:1323. doi: 10.3389/fimmu.2018.01323. eCollection 2018.","The Interleukin-23/Interleukin-17 Axis Links Adaptive and Innate Immunity in Psoriasis.","Research into the pathophysiology of psoriasis has shed light onto many fascinating immunological interactions and underlying genetic constellations. Most prominent among these is the crosstalk between components of the innate and  the adaptive immune system and the crucial role of interleukins (IL)-23 and -17 within this network. While it is clear that IL-23 drives and maintains the differentiation of Th17 lymphocytes, many aspects of the regulation of IL-23 and  IL-17 are not quite as straightforward and have been unraveled only recently. For example, we know now that Th17 cells are not the only source of IL-17 but that cells of the innate immune system also produce considerable amounts of this central effector cytokine. In addition, there is IL-23-independent production of  IL-17. Besides other innate immune cells, neutrophilic granulocytes prominently contribute to IL-17-related immune regulations in psoriasis, and it appears that  they employ several mechanisms including the formation of neutrophil extracellular traps. Here, we strive to put the central role of the IL-23/IL-17 axis into perspective within the crosstalk between components of the innate and the adaptive immune system. Our aim is to better understand the complex immune regulation in psoriasis, a disorder that has become a model disease for chronic inflammation."

"57. Expert Opin Biol Ther. 2018 Jul;18(7):821-827. doi: 10.1080/14712598.2018.1492545. Epub 2018 Jul 9.","Ustekinumab for the treatment of psoriasis and psoriatic arthritis: a drug evaluation and literature review.","INTRODUCTION: Psoriasis (PsO) is an inflammatory disorder characterized by proliferation of keratinocytes, and it may be associated with a systemic inflammatory articular disorder, psoriatic arthritis (PsA). The presentations of  PsO and PsA are heterogeneous, and our understanding of pathogenesis has led to a better understanding of the role of the interleukin (IL)-23/T-helper 17 (Th17) axis. Areas covered: Ustekinumab is a monoclonal antibody against IL-12 and IL-23. The pathogenesis of PsO and PsA is a multifactorial process involving genetic, environmental, and lifestyle factors. IL-23 signaling and activation of  Th17 cells leads to a self-perpetuating inflammatory loop resulting in continuous keratinocyte proliferation and synovitis. Treatment options are varied, ranging from topical therapy to injection of targeted biologic disease-modifying antirheumatic drugs (bDMARDs). Evidence on the use of ustekinumab in the management of PsO is strong, but it is not as impressive in management of PsA. Expert opinion: IL-12/23 inhibition appears to be a good first-line option for plaque PsO, but efficacy in PsA does not compare favorably to IL-17 inhibition. In general, poorer responses to therapy with any bDMARD in PsA cohorts highlight  psoriatic disease heterogeneity. Until new knowledge can remedy the failure of monotherapy, synergistic methods may have to be explored, including combination biologic therapy."

"58. J Allergy Clin Immunol. 2019 Feb;143(2):631-643. doi: 10.1016/j.jaci.2018.05.036. Epub 2018 Jun 20.","T cell-intrinsic prostaglandin E2-EP2/EP4 signaling is critical in pathogenic TH17 cell-driven inflammation.","BACKGROUND: IL-23 is the key cytokine for generation of pathogenic IL-17-producing helper T (TH17) cells, which contribute critically to autoimmune  diseases. However, how IL-23 generates pathogenic TH17 cells remains to be elucidated. OBJECTIVES: We sought to examine the involvement, molecular mechanisms, and clinical implications of prostaglandin (PG) E2-EP2/EP4 signaling in induction of  IL-23-driven pathogenic TH17 cells. METHODS: The role of PGE2 in induction of pathogenic TH17 cells was investigated  in mouse TH17 cells in culture in vitro and in an IL-23-induced psoriasis mouse model in vivo. Clinical relevance of the findings in mice was examined by using gene expression profiling of IL-23 and PGE2-EP2/EP4 signaling in psoriatic skin from patients. RESULTS: IL-23 induces Ptgs2, encoding COX2 in TH17 cells, and produces PGE2, which acts back on the PGE receptors EP2 and EP4 in these cells and enhances IL-23-induced expression of an IL-23 receptor subunit gene, Il23r, by activating  signal transducer and activator of transcription (STAT) 3, cAMP-responsive element binding protein 1, and nuclear factor κ light chain enhancer of activated B cells (NF-κB) through cyclic AMP-protein kinase A signaling. This PGE2 signaling also induces expression of various inflammation-related genes, which possibly function in TH17 cell-mediated pathology. Combined deletion of EP2 and EP4 selectively in T cells suppressed accumulation of IL-17A+ and IL-17A+IFN-γ+ pathogenic Th17 cells and abolished skin inflammation in an IL-23-induced psoriasis mouse model. Analysis of human psoriatic skin biopsy specimens shows positive correlation between PGE2 signaling and the IL-23/TH17 pathway. CONCLUSIONS: T cell-intrinsic EP2/EP4 signaling is critical in IL-23-driven generation of pathogenic TH17 cells and consequent pathogenesis in the skin."

"59. Front Immunol. 2018 Apr 25;9:885. doi: 10.3389/fimmu.2018.00885. eCollection 2018.","Whodunit? The Contribution of Interleukin (IL)-17/IL-22-Producing γδ T Cells, αβ  T Cells, and Innate Lymphoid Cells to the Pathogenesis of Spondyloarthritis.","γδ T cells, αβ T cells, and innate lymphoid cells (ILCs) are capable of producing interleukin (IL)-17A, IL-17F, and IL-22. Among these three families of lymphocytes, it is emerging that γδ T cells are, at least in rodents, the main source of these key pro-inflammatory cytokines. γδ T cells were implicated in multiple inflammatory and autoimmune diseases, including psoriasis, experimental  autoimmune encephalomyelitis and uveitis, colitis, and rheumatoid arthritis. Recent findings pointed toward a central role of γδ T cells in the pathogenesis of spondyloarthritis (SpA), a group of inflammatory rheumatic diseases affecting  the axial skeleton. SpA primarily manifests as inflammation and new bone formation at the entheses, which are connecting tendons or ligaments with bone. In SpA patients, joint inflammation is frequently accompanied by extra-articular  manifestations, such as inflammatory bowel disease or psoriasis. In humans, genome-wide association studies could link the IL-23/IL-17 cytokine axis to SpA.  Accordingly, antibodies targeting IL-23/IL-17 for SpA treatment already showed promising results in clinical studies. However, the contribution of IL-17-producing γδ T cells to SpA pathogenesis is certainly not an open-and-shut  case. Indeed, the cell types that are chiefly involved in local inflammation in human SpA still remain largely unclear. Some studies focusing on blood or synovium from SpA patients reported augmented IL-17-producing and IL-23 receptor-expressing γδ T cells, but other cell types might contribute as well. Here, we summarize the current understanding of how γδ T cells, αβ T cells, and ILCs contribute to the pathogenesis of human and experimental SpA."

